Alimento,Gramos
"Soup, borscht",246.0
"Soup, gazpacho",246.0
"Soup, cream of mushroom",246.0
"Soup, French onion",246.0
"Soup, cream of vegetable",246.0
"Soup, seaweed",246.0
"Soup, vegetable, canned",246.0
"Soup, vegetable, canned, reduced sodium",246.0
"Soup, vegetable",246.0
"Soup, minestrone",246.0
"Soup, beef",246.0
"Soup, vegetable, with meat",246.0
"Baby Toddler vegetable, NFS",15.0
"Baby Toddler carrots, Stage 1",15.0
"Baby Toddler carrots, Stage 2",15.0
"Baby Toddler squash, Stage 1",15.0
"Baby Toddler squash, Stage 2",15.0
"Baby Toddler sweet potatoes, Stage 1",15.0
"Baby Toddler sweet potatoes, Stage 2",15.0
"Baby Toddler green beans, Stage 1",15.0
"Baby Toddler green beans, Stage 2",15.0
Baby Toddler beets,15.0
"Baby Toddler multiple vegetables, Stage 2",15.0
"Baby Toddler multiple vegetables, Stage 3",15.0
"Baby Toddler vegetables, with grain",15.0
Baby Toddler vegetables and meat,15.0
"Baby Toddler peas, Stage 1",15.0
"Baby Toddler peas, Stage 2",15.0
"Toddler meal, NFS",15.0
"Toddler meal, meat and vegetables",15.0
"Toddler meal, rice and vegetables",15.0
"Toddler meal, pasta",15.0
"Toddler meal, pasta and vegetables",15.0
"Fried stuffed potatoes, Puerto Rican style",95.0
"Green plantain with cracklings, Puerto Rican style",64.0
"Ripe plantain meat pie, Puerto Rican style",190.0
Puerto Rican pasteles,149.0
"Stuffed cabbage, with meat, Puerto Rican style",246.0
"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",103.0
Eggplant and meat casserole,915.0
"Vegetable and fruit juice, 100% juice, with high vitamin C",30.0
"Fruit and vegetable smoothie, with dairy",30.8
"Fruit and vegetable smoothie, added protein",30.8
"Fruit and vegetable smoothie, non-dairy",30.8
"Fruit and vegetable smoothie, non-dairy, added protein",30.8
"Fruit and vegetable smoothie, bottled",30.8
"Fruit and vegetable smoothie, no dairy",30.8
Vegetable smoothie,30.8
"Table fat, NFS",246.0
"Butter, NFS",246.0
"Butter, stick",246.0
"Butter, tub",246.0
"Butter, light",246.0
"Margarine, NFS",246.0
"Margarine, stick",246.0
"Margarine, tub",246.0
"Butter replacement, liquid",246.0
"Margarine, light",246.0
"Butter replacement, powder",246.0
"Oil or table fat, NFS",246.0
Animal fat or drippings,246.0
Lard,246.0
"Shortening, NS as to vegetable or animal",246.0
"Ghee, clarified butter",246.0
Garlic sauce,15.0
Lemon-butter sauce,15.0
Hollandaise sauce,15.0
Sandwich spread,246.0
Tartar sauce,15.0
Horseradish sauce,15.0
Pesto sauce,15.0
Fry sauce,15.0
"Sauce, NFS",15.0
Curry sauce,15.0
Honey butter,246.0
"Vegetable oil, NFS",246.0
Almond oil,246.0
Coconut oil,246.0
Corn oil,246.0
Cottonseed oil,246.0
Flaxseed oil,246.0
Olive oil,246.0
Peanut oil,246.0
Canola oil,246.0
Safflower oil,246.0
Sesame oil,246.0
Soybean oil,246.0
Sunflower oil,246.0
Walnut oil,246.0
Wheat germ oil,246.0
"Salad dressing, NFS, for salads",246.0
"Salad dressing, NFS, for sandwiches",246.0
Blue or roquefort cheese dressing,246.0
Bacon and tomato dressing,246.0
Caesar dressing,246.0
Coleslaw dressing,246.0
French or Catalina dressing,246.0
Honey mustard dressing,246.0
"Italian dressing, made with vinegar and oil",246.0
"Mayonnaise, regular",246.0
Vegan mayonnaise,246.0
Russian dressing,246.0
Mayonnaise-type salad dressing,246.0
Avocado dressing,246.0
Creamy Italian dressing,15.0
Poppy seed dressing,246.0
Sesame dressing,246.0
Ranch dressing,15.0
Thousand Island dressing,246.0
Fruit dressing,246.0
"Salad dressing, light, NFS",246.0
"Blue or roquefort cheese dressing, light",246.0
"Creamy Italian dressing, light",15.0
"French or Catalina dressing, light",246.0
"Caesar dressing, light",246.0
"Mayonnaise, light",246.0
"Mayonnaise, reduced fat,  with olive oil",246.0
"Mayonnaise-type salad dressing, light",246.0
"Honey mustard dressing, light",246.0
"Italian dressing, light",246.0
"Ranch dressing, light",15.0
"Sesame dressing, light",246.0
"Thousand Island dressing, light",246.0
Korean dressing or marinade,246.0
"Blue or roquefort cheese dressing, fat free",246.0
"Caesar dressing, fat free",15.0
"Creamy Italian dressing, fat free",15.0
"French or Catalina dressing, fat free",246.0
"Honey mustard dressing, fat free",15.0
"Italian dressing, fat free",246.0
"Mayonnaise, fat free",246.0
"Ranch dressing, fat free",15.0
"Salad dressing, fat free, NFS",246.0
"Thousand Island dressing, fat free",246.0
"Bacon, for use with vegetables",8.0
"Ham, for use with vegetables",8.0
"Beef, for use with vegetables",8.0
"Chicken, for use with vegetables",8.0
"Cream sauce, for use with vegetables",8.0
"Cheese sauce, for use with vegetables",8.0
"Gravy, for use with vegetables",8.0
"Soy based sauce, for use with vegetables",8.0
"Tomato sauce, for use with vegetables",8.0
"Avocado, for use on a sandwich",16.0
"Cucumber, for use on a sandwich",16.0
"Lettuce, for use on a sandwich",16.0
"Mushrooms, for use on a sandwich",16.0
"Onions, for use on a sandwich",16.0
"Pepper, for use on a sandwich",16.0
"Spinach, for use on a sandwich",16.0
"Tomatoes, for use on a sandwich",16.0
"Bacon, for use on a sandwich",16.0
"Sugar, NFS",246.0
"Sugar, white, granulated or lump",246.0
"Sugar, white, confectioner's, powdered",246.0
"Sugar, brown",113.0
"Sugar, cinnamon",246.0
Sugar substitute and sugar blend,5.0
"Sugar substitute, sucralose, powder",9.0
"Sugar substitute, stevia, powder",9.0
"Sugar substitute, stevia, liquid",5.0
"Sugar substitute, monk fruit, powder",9.0
"Sugar substitute, powder, NFS",9.0
"Sugar substitute, liquid, NFS",5.0
"Sugar substitute, saccharin, powder",9.0
"Sugar substitute, saccharin, liquid",5.0
"Sugar substitute, aspartame, powder",9.0
"Syrup, NFS",246.0
Pancake syrup,246.0
Corn syrup,246.0
Blueberry syrup,246.0
Chocolate syrup,246.0
"Chocolate syrup, light",246.0
Simple syrup,246.0
Strawberry drink syrup,246.0
"Pancake syrup, light",246.0
Honey,15.0
Agave liquid sweetener,15.0
Molasses,246.0
"Topping, butterscotch or caramel",246.0
"Topping, chocolate",246.0
"Topping, fruit",246.0
"Topping, marshmallow",246.0
"Topping, nuts and syrup",246.0
Chocolate hazelnut spread,15.0
"Icing, chocolate",246.0
"Icing, white",246.0
"Caramel dip, regular",15.0
"Caramel dip, light",15.0
Chocolate dip,15.0
Dessert dip,15.0
Sweet and sour sauce,15.0
Dessert sauce,15.0
Duck sauce,15.0
"Jam or jelly, NFS",15.0
Jelly,15.0
Jam,15.0
Fruit butter,15.0
Marmalade,15.0
"Jam or jelly, sugar free",15.0
"Jam or jelly, reduced sugar",15.0
"Jam or jelly, fruit juice sweetened",15.0
Guava paste,15.0
Sweet potato paste,15.0
"Bean paste, sweetened",15.0
Gelatin dessert,246.0
Gelatin dessert with fruit,246.0
Gelatin salad with vegetables,246.0
"Gelatin dessert, sugar free",246.0
"Gelatin dessert, sugar free, with fruit",246.0
Yokan,28.35
Haupia,246.0
Italian Ice,246.0
"Italian Ice, no sugar added",246.0
"Popsicle, NFS",50.0
Popsicle,50.0
"Popsicle, no sugar added",50.0
Freezer pop,50.0
Snow cone,246.0
"Snow cone, no sugar added",246.0
"Candy, NFS",45.0
"Almonds, chocolate covered candy",45.0
"Chocolate candy, other, NFS",45.0
Chocolate candy,45.0
"Chocolate candy with nuts, other, NFS",45.0
Chocolate candy with nuts,45.0
Chocolate candy with cereal,45.0
"Chocolate candy, cookie filled",45.0
Chocolate chips,45.0
"Candy, sprinkles",246.0
"Dark chocolate candy, other, NFS",45.0
Dark chocolate candy,45.0
"Dark chocolate candy with nuts, other, NFS",45.0
Dark chocolate candy with nuts,45.0
White chocolate candy,45.0
"Chocolate candy, fudge",45.0
"Chocolate candy, caramel filled",45.0
"Chocolate candy, caramel filled with nuts",45.0
"Chocolate candy, coconut filled",45.0
"Chocolate candy, cream filled",45.0
"Chocolate candy, nougat filled",45.0
"Chocolate candy, nougat filled with nuts",45.0
"Chocolate candy, peanut butter filled",45.0
Chocolate candy with dried fruit,45.0
"Chocolate candy, sugar free",45.0
"Candy, non chocolate, other, NFS",45.0
"Ladoo, round ball",45.0
"Candy, licorice",45.0
"Candy, marshmallow",45.0
"Candy, caramel",45.0
"Candy, nougat with nuts",45.0
"Peanuts, chocolate covered candy",45.0
"Candy, peanut brittle",45.0
"Candy, mint",45.0
"Candy, gummy",45.0
"Candy, hard",45.0
"Candy, lollipop",45.0
Cough drops,45.0
"Candy, cotton",55.0
"Candy, fruit flavored pieces",45.0
"Chocolate candy, candy shell",45.0
"Chocolate candy, candy shell with nuts",45.0
"Candy, fruit snacks",45.0
"Candy, fruit leather",45.0
"Candy, taffy",45.0
"Candy, non chocolate, sugar free",45.0
Chewing gum,45.0
"Chewing gum, sugar free",45.0
"Coffee, NS as to type",30.8
"Coffee, NS as to brewed or instant",30.8
"Coffee, brewed",30.8
"Coffee, brewed, blend of regular and decaffeinated",30.8
"Coffee, Turkish",30.8
"Coffee, espresso",30.8
"Coffee, espresso, decaffeinated",30.8
"Coffee, brewed, flavored",30.8
"Coffee, Cuban",30.8
"Coffee, macchiato",30.8
"Coffee, macchiato, sweetened",30.8
"Coffee, cafe con leche",30.8
"Coffee, cafe con leche, decaffeinated",30.8
"Coffee, Latte",30.8
"Coffee, Latte, nonfat",30.8
"Coffee, Latte, with non-dairy milk",30.8
"Coffee, Latte, flavored",30.8
"Coffee, Latte, nonfat, flavored",30.8
"Coffee, Latte, with non-dairy milk, flavored",30.8
"Coffee, Latte, decaffeinated",30.8
"Coffee, Latte, decaffeinated, nonfat",30.8
"Coffee, Latte, decaffeinated, with non-dairy milk",30.8
"Coffee, Latte, decaffeinated, flavored",30.8
"Coffee, Latte, decaffeinated, nonfat, flavored",30.8
"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",30.8
Frozen coffee drink,30.8
"Frozen coffee drink, nonfat",30.8
"Frozen coffee drink, with non-dairy milk",30.8
"Frozen coffee drink, with whipped cream",30.8
"Frozen coffee drink, nonfat, with whipped cream",30.8
"Frozen coffee drink, with non-dairy milk and whipped cream",30.8
"Frozen coffee drink, decaffeinated",30.8
"Frozen coffee drink, decaffeinated, nonfat",30.8
"Frozen coffee drink, decaffeinated, with non-dairy milk",30.8
"Frozen coffee drink, decaffeinated, with whipped cream",30.8
"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",30.8
"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",30.8
"Coffee, Cafe Mocha",30.8
"Coffee, Cafe Mocha, nonfat",30.8
"Coffee, Cafe Mocha, with non-dairy milk",30.8
"Coffee, Cafe Mocha, decaffeinated",30.8
"Coffee, Cafe Mocha, decaffeinated, nonfat",30.8
"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",30.8
Frozen mocha coffee drink,30.8
"Frozen mocha coffee drink, nonfat",30.8
"Frozen mocha coffee drink, with non-dairy milk",30.8
"Frozen mocha coffee drink, with whipped cream",30.8
"Frozen mocha coffee drink, nonfat, with whipped cream",30.8
"Frozen mocha coffee drink, with non-dairy milk and whipped cream",30.8
"Frozen mocha coffee drink, decaffeinated",30.8
"Frozen mocha coffee drink, decaffeinated, nonfat",30.8
"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",30.8
"Frozen mocha coffee drink, decaffeinated, with whipped cream",30.8
"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",30.8
"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",30.8
"Iced Coffee, brewed",30.8
"Iced Coffee, brewed, decaffeinated",30.8
"Iced Coffee, pre-lightened and pre-sweetened",30.8
"Coffee, Iced Latte",30.8
"Coffee, Iced Latte, nonfat",30.8
"Coffee, Iced Latte, with non-dairy milk",30.8
"Coffee, Iced Latte, flavored",30.8
"Coffee, Iced Latte, nonfat, flavored",30.8
"Coffee, Iced Latte, with non-dairy milk, flavored",30.8
"Coffee, Iced Latte, decaffeinated",30.8
"Coffee, Iced Latte, decaffeinated, nonfat",30.8
"Coffee, Iced Latte, decaffeinated, with non-dairy milk",30.8
"Coffee, Iced Latte, decaffeinated, flavored",30.8
"Coffee, Iced Latte, decaffeinated, nonfat, flavored",30.8
"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",30.8
"Coffee, Iced Cafe Mocha",30.8
"Coffee, Iced Cafe Mocha, nonfat",30.8
"Coffee, Iced Cafe Mocha, with non-dairy milk",30.8
"Coffee, Iced Cafe Mocha, decaffeinated",30.8
"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",30.8
"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",30.8
"Coffee, instant, reconstituted",30.8
"Coffee, instant, 50% less caffeine, reconstituted",30.8
"Coffee, NS as to brewed or instant, decaffeinated",30.8
"Coffee, brewed, decaffeinated",30.8
"Coffee, instant, decaffeinated, reconstituted",30.8
"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",30.8
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",30.8
"Coffee, instant, pre-sweetened with sugar, reconstituted",30.8
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",30.8
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",30.8
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",30.8
"Coffee, pre-lightened and pre-sweetened with sugar",30.8
"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",30.8
"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",30.8
"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",30.8
"Coffee, pre-lightened",30.8
"Coffee, decaffeinated, pre-lightened",30.8
"Coffee, pre-sweetened with sugar",30.8
"Coffee, decaffeinated, pre-sweetened with sugar",30.8
"Coffee, pre-sweetened with low calorie sweetener",30.8
"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",30.8
"Coffee and chicory, brewed",30.8
"Coffee and chicory, brewed, decaffeinated",30.8
"Coffee, Cappuccino",30.8
"Coffee, Cappuccino, nonfat",30.8
"Coffee, Cappuccino, with non-dairy milk",30.8
"Coffee, Cappuccino, decaffeinated",30.8
"Coffee, Cappuccino, decaffeinated, nonfat",30.8
"Coffee, Cappuccino, decaffeinated, with non-dairy milk",30.8
"Coffee, bottled/canned",30.8
"Coffee, bottled/canned, light",30.8
"Coffee, instant, not reconstituted",0.9
"Coffee, instant, decaffeinated, not reconstituted",0.9
"Coffee, instant, pre-sweetened with sugar, not reconstituted",0.9
"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",0.9
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",0.9
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",0.9
Coffee substitute,30.8
Chicory beverage,30.8
"Tea, hot, leaf, black",30.8
"Tea, hot, leaf, black, decaffeinated",30.8
"Tea, hot, leaf, green",30.8
"Tea, hot, leaf, green, decaffeinated",30.8
"Tea, hot, leaf, oolong",30.8
"Tea, iced, instant, black, unsweetened",244.0
"Tea, iced, instant, black, pre-sweetened with sugar",244.0
"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",244.0
"Tea, iced, instant, black, pre-sweetened with low calorie sweetener",244.0
"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",244.0
"Tea, iced, instant, black, decaffeinated, unsweetened",244.0
"Tea, iced, instant, green, unsweetened",30.0
"Tea, iced, instant, green, pre-sweetened with sugar",30.0
"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",30.0
"Tea, hot, herbal",30.8
"Tea, hot, hibiscus",30.8
Corn beverage,30.8
"Tea, hot, chamomile",30.8
"Tea, hot, with milk",30.8
"Tea, ginger",30.8
"Tea, bubble",30.8
"Tea, kombucha",30.0
"Tea, iced, instant, black, unsweetened, dry",0.9
"Tea, iced, instant, black, pre-sweetened, dry",0.9
Iced Tea / Lemonade juice drink,30.0
"Iced Tea / Lemonade juice drink, light",30.0
"Iced Tea / Lemonade juice drink, diet",30.0
"Tea, iced, brewed, black, pre-sweetened with sugar",30.0
"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener",30.0
"Tea, iced, brewed, black, unsweetened",30.0
"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",30.0
"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener",30.0
"Tea, iced, brewed, black, decaffeinated, unsweetened",30.0
"Tea, iced, brewed, green, pre-sweetened with sugar",30.0
"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener",30.0
"Tea, iced, brewed, green, unsweetened",30.0
"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",30.0
"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener",30.0
"Tea, iced, brewed, green, decaffeinated, unsweetened",30.0
"Tea, iced, bottled, black",30.0
"Tea, iced, bottled, black, decaffeinated",30.0
"Tea, iced, bottled, black, diet",30.0
"Tea, iced, bottled, black, decaffeinated, diet",30.0
"Tea, iced, bottled, black, unsweetened",30.0
"Tea, iced, bottled, black, decaffeinated, unsweetened",30.0
"Tea, iced, bottled, green",30.0
"Tea, iced, bottled, green, diet",30.0
"Tea, iced, bottled, green, unsweetened",30.0
"Soft drink, NFS",30.0
"Soft drink, NFS, diet",30.0
"Water, tonic",30.8
"Water, carbonated, plain",30.8
"Water, carbonated, flavored",30.8
"Soft drink, cola",30.0
"Soft drink, cola, diet",30.0
