id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight,data_points,footnote,min_year_acquired
300902,2708012,2,,9999,1 regular slice,61813,150,,,
300907,2708012,7,,9999,"1 large pie (10"" dia plus)",61660,2000,,,
300904,2708012,4,,9999,1 individual pie,60877,150,,,
300901,2708012,1,,9999,1 mini/small slice,62057,75,,,
300908,2708012,8,,9999,1 surface inch,52000,18.9,,,
300906,2708012,6,,9999,"1 regular pie (8-9"" dia)",64751,1200,,,
300903,2708012,3,,9999,1 large slice,61069,250,,,
300909,2708012,9,,9999,Quantity not specified,90000,150,,,
300905,2708012,5,,9999,1 cup,10205,250,,,
300915,2708013,6,,9999,Quantity not specified,90000,150,,,
300910,2708013,1,,9999,"1 slice, any size",64612,150,,,
300912,2708013,3,,9999,1 individual pie,60877,150,,,
300914,2708013,5,,9999,1 surface inch,52000,18.9,,,
300913,2708013,4,,9999,1 cup,10205,250,,,
300911,2708013,2,,9999,"1 pie, any size",64752,1600,,,
300918,2708014,3,,9999,1 individual pie,60877,150,,,
300917,2708014,2,,9999,"1 pie, any size",64752,1600,,,
300920,2708014,5,,9999,1 surface inch,52000,18.9,,,
300919,2708014,4,,9999,1 cup,10205,250,,,
300921,2708014,6,,9999,Quantity not specified,90000,150,,,
300916,2708014,1,,9999,"1 slice, any size",64612,150,,,
300924,2708015,3,,9999,1 large slice,61069,250,,,
300930,2708015,9,,9999,Quantity not specified,90000,150,,,
300925,2708015,4,,9999,1 individual pie,60877,150,,,
300927,2708015,6,,9999,"1 regular pie (8-9"" dia)",64751,1200,,,
300923,2708015,2,,9999,1 regular slice,61813,150,,,
300929,2708015,8,,9999,1 surface inch,52000,18.9,,,
300922,2708015,1,,9999,1 mini/small slice,62057,75,,,
300928,2708015,7,,9999,"1 large pie (10"" dia plus)",61660,2000,,,
300926,2708015,5,,9999,1 cup,10205,250,,,
300936,2708016,6,,9999,Quantity not specified,90000,150,,,
300935,2708016,5,,9999,1 surface inch,52000,18.9,,,
300931,2708016,1,,9999,"1 slice, any size",64612,150,,,
300934,2708016,4,,9999,1 cup,10205,250,,,
300933,2708016,3,,9999,1 individual pie,60877,150,,,
300932,2708016,2,,9999,"1 pie, any size",64752,1600,,,
300937,2708017,1,,9999,1 tart shell,62289,25,,,
300938,2708017,2,,9999,"1 pie shell (9"" dia)",61666,170,,,
300939,2708017,3,,9999,Quantity not specified,90000,25,,,
300940,2708018,1,,9999,1 tart shell,62289,25,,,
300942,2708018,3,,9999,Quantity not specified,90000,25,,,
300941,2708018,2,,9999,"1 pie shell (9"" dia)",61666,210,,,
300943,2708019,1,,9999,1 cup,10205,250,,,
300945,2708019,3,,9999,Quantity not specified,90000,125,,,
300944,2708019,2,,9999,1 cubic inch,51000,15,,,
300948,2708020,3,,9999,Quantity not specified,90000,125,,,
300946,2708020,1,,9999,1 cup,10205,250,,,
300947,2708020,2,,9999,1 cubic inch,51000,15,,,
300950,2708021,2,,9999,1 cubic inch,51000,15,,,
300949,2708021,1,,9999,1 cup,10205,250,,,
300951,2708021,3,,9999,Quantity not specified,90000,125,,,
300953,2708022,2,,9999,1 cubic inch,51000,15,,,
300952,2708022,1,,9999,1 cup,10205,250,,,
300954,2708022,3,,9999,Quantity not specified,90000,125,,,
300955,2708023,1,,9999,1 cup,10205,250,,,
300956,2708023,2,,9999,1 cubic inch,51000,15,,,
300957,2708023,3,,9999,Quantity not specified,90000,125,,,
300958,2708024,1,,9999,1 fritter,60800,100,,,
300959,2708024,2,,9999,Quantity not specified,90000,100,,,
300960,2708025,1,,9999,1 fritter,60800,100,,,
300961,2708025,2,,9999,Quantity not specified,90000,100,,,
300962,2708026,1,,9999,1 cup,10205,250,,,
300964,2708026,3,,9999,Quantity not specified,90000,125,,,
300963,2708026,2,,9999,1 cubic inch,51000,15,,,
300966,2708027,2,,9999,1 cubic inch,51000,15,,,
300967,2708027,3,,9999,Quantity not specified,90000,125,,,
300965,2708027,1,,9999,1 cup,10205,250,,,
300970,2708028,3,,9999,Quantity not specified,90000,125,,,
300969,2708028,2,,9999,1 cubic inch,51000,15,,,
300968,2708028,1,,9999,1 cup,10205,250,,,
300972,2708029,2,,9999,"1 eclair, frozen",60709,78,,,
300971,2708029,1,,9999,"1 eclair (5"" x 2"" x 1-3/4"")",60708,102,,,
300973,2708029,3,,9999,"1 cream puff (3-1/2"" x 2"")",60621,112,,,
300974,2708029,4,,9999,Quantity not specified,90000,70,,,
300975,2708030,1,,9999,"1 eclair (5"" x 2"" x 1-3/4"")",60708,90,,,
300976,2708030,2,,9999,"1 cream puff (3-1/2"" x 2"")",60621,100,,,
300978,2708030,4,,9999,Quantity not specified,90000,70,,,
300977,2708030,3,,9999,1 miniature cream puff,61476,23,,,
300980,2708031,2,,9999,"1 eclair, frozen",60709,78,,,
300982,2708031,4,,9999,Quantity not specified,90000,70,,,
300981,2708031,3,,9999,"1 cream puff (3-1/2"" x 2"")",60621,112,,,
300983,2708031,5,,9999,1 Tasty-Klair pie,63715,113,,,
300979,2708031,1,,9999,"1 eclair (5"" x 2"" x 1-3/4"")",60708,102,,,
300985,2708032,2,,9999,Quantity not specified,90000,70,,,
300984,2708032,1,,9999,"1 eclair, frozen",60709,60,,,
300986,2708033,1,,9999,1 cream puff,60620,27,,,
300987,2708033,2,,9999,Quantity not specified,90000,70,,,
300989,2708034,2,,9999,Quantity not specified,90000,70,,,
300988,2708034,1,,9999,"1 sopaipilla (1 1/2"" x 1 1/2"")",62215,10,,,
300990,2708034,3,,9999,1 surface inch,52000,4.4,,,
300992,2708035,2,,9999,Quantity not specified,90000,70,,,
300993,2708035,3,,9999,1 surface inch,52000,5.3,,,
300991,2708035,1,,9999,"1 sopaipilla (1 1/2"" x 1 1/2"")",62215,12,,,
300996,2708036,3,,9999,Quantity not specified,90000,80,,,
300994,2708036,1,,9999,"1 crepe with filling, any size",64594,80,,,
300995,2708036,2,,9999,1 surface inch,52000,1.6,,,
300997,2708037,1,,9999,"1 crepe with filling, any size",64594,80,,,
300999,2708037,3,,9999,Quantity not specified,90000,80,,,
300998,2708037,2,,9999,1 surface inch,52000,1.6,,,
301000,2708038,1,,9999,1 tamale,62285,35,,,
301001,2708038,2,,9999,Quantity not specified,90000,70,,,
301002,2708039,1,,9999,1 piece,61667,125,,,
301004,2708039,3,,9999,Quantity not specified,90000,125,,,
301003,2708039,2,,9999,1 cubic inch,51000,8.5,,,
301007,2708040,3,,9999,Quantity not specified,90000,125,,,
301006,2708040,2,,9999,1 cubic inch,51000,8.5,,,
301005,2708040,1,,9999,1 piece,61667,125,,,
301009,2708041,2,,9999,1 cubic inch,51000,8.5,,,
301008,2708041,1,,9999,1 piece,61667,125,,,
301010,2708041,3,,9999,Quantity not specified,90000,125,,,
301012,2708042,2,,9999,1 cubic inch,51000,8.5,,,
301013,2708042,3,,9999,Quantity not specified,90000,125,,,
301011,2708042,1,,9999,1 piece,61667,125,,,
301014,2708043,1,,9999,1 piece,61667,125,,,
301016,2708043,3,,9999,Quantity not specified,90000,125,,,
301015,2708043,2,,9999,1 cubic inch,51000,8.5,,,
301018,2708044,2,,9999,1 cubic inch,51000,13,,,
301019,2708044,3,,9999,Quantity not specified,90000,80,,,
301017,2708044,1,,9999,1 piece,61667,80,,,
301021,2708045,2,,9999,1 cubic inch,51000,20,,,
301022,2708045,3,,9999,Quantity not specified,90000,80,,,
301020,2708045,1,,9999,1 piece,61667,80,,,
301023,2708046,1,,9999,"1 item, any size",64756,75,,,
301024,2708046,2,,9999,Quantity not specified,90000,75,,,
301025,2708047,1,,9999,1 pastry,61629,78,,,
301026,2708047,2,,9999,Quantity not specified,90000,70,,,
301029,2708048,3,,9999,1 small round Moon Cake,62161,46,,,
301032,2708048,6,,9999,Quantity not specified,90000,70,,,
301030,2708048,4,,9999,1 large round Moon Cake,61060,138,,,
301027,2708048,1,,9999,1 small square Moon Cake,62171,51,,,
301031,2708048,5,,9999,1 cubic inch,51000,19,,,
301028,2708048,2,,9999,1 large square Moon Cake,61077,204,,,
301033,2708049,1,,9999,1 large square Moon Cake,61077,204,,,
301035,2708049,3,,9999,1 cubic inch,51000,19,,,
301034,2708049,2,,9999,1 large round Moon Cake,61060,138,,,
301036,2708049,4,,9999,Quantity not specified,90000,70,,,
301037,2708050,1,,9999,1 oz,40000,28.35,,,
301038,2708050,2,,9999,Quantity not specified,90000,70,,,
301040,2708051,2,,9999,Quantity not specified,90000,70,,,
301039,2708051,1,,9999,1 pastry,61629,46,,,
301041,2708052,1,,9999,1 pastry,61629,85,,,
301042,2708052,2,,9999,Quantity not specified,90000,70,,,
301044,2708053,2,,9999,1 patty shell,61643,47,,,
301045,2708053,3,,9999,Quantity not specified,90000,70,,,
301043,2708053,1,,9999,1 pastry,61629,11,,,
301047,2708054,2,,9999,1 Napoleon,60210,85,,,
301048,2708054,3,,9999,1 miniature Napoleon,61470,30,,,
301046,2708054,1,,9999,1 cream horn,60618,57,,,
301049,2708054,4,,9999,Quantity not specified,90000,70,,,
301052,2708055,3,,9999,Quantity not specified,90000,70,,,
301053,2708055,4,,9999,1 cubic inch,51000,14,,,
301050,2708055,1,,9999,"1 puff or cheese straw (5"" long)",63455,6,,,
301051,2708055,2,,9999,1 cup,10205,16,,,
301060,2708056,9,,9999,1 surface inch,52000,3,,,
301057,2708056,6,,9999,1 Taco Bell order,63781,35,,,
301056,2708056,5,,9999,"1 cup, chips",10247,28,,,
301058,2708056,7,,9999,1 twist,63026,1.5,,,
301054,2708056,3,,9999,Quantity not specified,90000,70,,,
301055,2708056,4,,9999,1 chip,60570,2.1,,,
301059,2708056,8,,9999,1 ear,62708,90,,,
301061,2708057,1,,9999,"1 item, any size",64756,75,,,
301062,2708057,3,,9999,Quantity not specified,90000,75,,,
301065,2708058,3,,9999,1 large,60919,142,,,
301066,2708058,4,,9999,Quantity not specified,90000,70,,,
301063,2708058,1,,9999,1 small,62015,56,,,
301064,2708058,2,,9999,1 medium,61238,113,,,
301074,2708059,13,,9999,1 pecan swirl,61651,28,,,
301067,2708059,6,,9999,1 cubic inch,51000,6.5,,,
301069,2708059,8,,9999,1 Toaster Strudel,63513,53,,,
301068,2708059,7,,9999,Quantity not specified,90000,70,,,
301070,2708059,9,,9999,1 miniature,61467,28,,,
301072,2708059,11,,9999,1 medium,61238,113,,,
301071,2708059,10,,9999,1 small,62015,56,,,
301073,2708059,12,,9999,1 large,60919,142,,,
301078,2708060,8,,9999,1 miniature,61467,28,,,
301081,2708060,11,,9999,1 large,60919,142,,,
301077,2708060,7,,9999,Quantity not specified,90000,70,,,
301075,2708060,5,,9999,1 Toaster Strudel,63513,53,,,
301076,2708060,6,,9999,1 cubic inch,51000,6.5,,,
301079,2708060,9,,9999,1 small,62015,56,,,
301080,2708060,10,,9999,1 medium,61238,113,,,
301084,2708061,6,,9999,1 miniature,61467,28,,,
301087,2708061,9,,9999,1 large,60919,142,,,
301086,2708061,8,,9999,1 medium,61238,113,,,
301085,2708061,7,,9999,1 small,62015,56,,,
301083,2708061,5,,9999,Quantity not specified,90000,70,,,
301082,2708061,4,,9999,1 cubic inch,51000,9.1,,,
301092,2708062,5,,9999,Quantity not specified,90000,75,,,
301088,2708062,1,,9999,1 doughnut,60693,75,,,
301089,2708062,2,,9999,1 miniature,61467,15,,,
301091,2708062,4,,9999,1 cup,10205,60,,,
301090,2708062,3,,9999,1 stick/twist,64721,75,,,
301095,2708063,3,,9999,1 stick/twist,64721,60,,,
301093,2708063,1,,9999,1 doughnut,60693,60,,,
301096,2708063,4,,9999,Quantity not specified,90000,60,,,
301094,2708063,2,,9999,1 miniature,61467,15,,,
301099,2708064,3,,9999,1 stick/twist,64721,75,,,
301098,2708064,2,,9999,1 miniature,61467,15,,,
301097,2708064,1,,9999,1 doughnut,60693,75,,,
301100,2708064,4,,9999,Quantity not specified,90000,75,,,
301102,2708065,2,,9999,1 miniature,61467,15,,,
301103,2708065,3,,9999,1 stick/twist,64721,65,,,
301101,2708065,1,,9999,1 doughnut,60693,65,,,
301104,2708065,4,,9999,Quantity not specified,90000,65,,,
301107,2708066,3,,9999,1 stick/twist,64721,75,,,
301106,2708066,2,,9999,1 miniature,61467,15,,,
301108,2708066,4,,9999,Quantity not specified,90000,75,,,
301105,2708066,1,,9999,1 doughnut,60693,75,,,
301111,2708067,3,,9999,1 stick/twist,64721,75,,,
301110,2708067,2,,9999,1 miniature,61467,15,,,
301109,2708067,1,,9999,1 doughnut,60693,75,,,
301112,2708067,4,,9999,Quantity not specified,90000,75,,,
301113,2708068,1,,9999,1 doughnut,60693,75,,,
301114,2708068,2,,9999,1 miniature,61467,15,,,
301115,2708068,3,,9999,1 stick/twist,64721,75,,,
301116,2708068,4,,9999,Quantity not specified,90000,75,,,
301118,2708069,2,,9999,Quantity not specified,90000,15,,,
301117,2708069,1,,9999,1 doughnut hole,60696,15,,,
301121,2708070,3,,9999,Quantity not specified,90000,45,,,
301119,2708070,1,,9999,1 regular,62862,45,,,
301120,2708070,2,,9999,1 miniature,61467,15,,,
301123,2708071,2,,9999,Quantity not specified,90000,45,,,
301122,2708071,1,,9999,1 beignet,64722,45,,,
301127,2708072,4,,9999,Quantity not specified,90000,60,,,
301126,2708072,3,,9999,1 stick/twist,64721,60,,,
301124,2708072,1,,9999,1 doughnut,60693,60,,,
301125,2708072,2,,9999,1 miniature,61467,15,,,
301130,2708073,3,,9999,1 stick/twist,64721,75,,,
301128,2708073,1,,9999,1 doughnut,60693,75,,,
301131,2708073,4,,9999,Quantity not specified,90000,75,,,
301129,2708073,2,,9999,1 miniature,61467,15,,,
301132,2708074,1,,9999,1 doughnut,60693,80,,,
301134,2708074,3,,9999,Quantity not specified,90000,80,,,
301133,2708074,2,,9999,1 stick/twist,64721,80,,,
301136,2708075,2,,9999,1 stick/twist,64721,80,,,
301137,2708075,3,,9999,Quantity not specified,90000,80,,,
301135,2708075,1,,9999,1 doughnut,60693,80,,,
301139,2708076,2,,9999,1 stick/twist,64721,90,,,
301140,2708076,3,,9999,Quantity not specified,90000,90,,,
301138,2708076,1,,9999,1 doughnut,60693,90,,,
301145,2708077,5,,9999,Quantity not specified,90000,70,,,
301143,2708077,3,,9999,1 crisp,60632,13,,,
301141,2708077,1,,9999,1 Pop Tart,60234,54,,,
301144,2708077,4,,9999,1 package (2 Pop Tarts),64290,108,,,
301142,2708077,2,,9999,1 tart,62288,54,,,
301148,2708078,3,,9999,1 package (2 Pop Tarts),64290,104,,,
301146,2708078,1,,9999,1 Pop Tart,60234,52,,,
301147,2708078,2,,9999,1 tart,62288,52,,,
301149,2708078,4,,9999,Quantity not specified,90000,70,,,
301162,2708079,18,,9999,1 piece,61667,65,,,
301153,2708079,6,,9999,1 cubic inch,51000,4.5,,,
301157,2708079,13,,9999,1 individual cake,60864,65,,,
301158,2708079,14,,9999,1 slice,61935,58,,,
301150,2708079,1,,9999,"1 cake (9"" square)",60478,692,,,
301161,2708079,17,,9999,1 Drake's coffee cake,64375,65,,,
301151,2708079,2,,9999,"1 cake (8"" square)",60474,501,,,
301160,2708079,16,,9999,1 100-calorie package (3 cakes),64374,32,,,
301159,2708079,15,,9999,1 cake from 100 calorie package,64373,10,,,
301154,2708079,7,,9999,Quantity not specified,90000,65,,,
301155,2708079,9,,9999,1 twin-pack Drake's coffee cake (2.3 oz),63409,65,,,
301156,2708079,12,,9999,1 Tastycake Koffee Kake Junior,64231,48,,,
301152,2708079,3,,9999,"1 cake (8"" dia)",60470,362,,,
301163,2708080,1,,9999,"1 cake (9"" square)",60478,785,,,
301167,2708080,9,,9999,1 slice,61935,65,,,
301165,2708080,6,,9999,1 cubic inch,51000,6.5,,,
301166,2708080,7,,9999,Quantity not specified,90000,78,,,
301164,2708080,2,,9999,"1 cake (8"" square)",60474,568,,,
301168,2708080,10,,9999,1 piece,61667,75,,,
301172,2708081,4,,9999,1 slice,61935,65,,,
301169,2708081,1,,9999,"1 cake (8"" square)",60474,568,,,
301171,2708081,3,,9999,Quantity not specified,90000,65,,,
301170,2708081,2,,9999,1 cubic inch,51000,6.5,,,
301173,2708082,1,,9999,1 bar,60345,40,,,
301174,2708082,2,,9999,Quantity not specified,90000,40,,,
301176,2708083,2,,9999,Quantity not specified,90000,37,,,
301175,2708083,1,,9999,1 Nutri-Grain Bar,60217,37,,,
301177,2708084,1,,9999,1 Nutri-Grain Bar,60217,37,,,
301178,2708084,2,,9999,Quantity not specified,90000,37,,,
301179,2708085,1,,9999,1 Nutri-Grain Bar,60217,32,,,
301180,2708085,2,,9999,Quantity not specified,90000,32,,,
301183,2708086,3,,9999,1 General Mills bar,64081,40,,,
301182,2708086,2,,9999,1 Kellogg's bar,63778,24,,,
301181,2708086,1,,9999,1 bar,60345,40,,,
301184,2708086,4,,9999,Quantity not specified,90000,40,,,
301185,2708087,1,,9999,1 bar,60345,23,,,
301186,2708087,2,,9999,Quantity not specified,90000,23,,,
301188,2708088,2,,9999,Quantity not specified,90000,78,,,
301187,2708088,1,,9999,1 bar,60345,78,,,
301190,2708089,2,,9999,Quantity not specified,90000,35,,,
301189,2708089,1,,9999,1 bar,60345,35,,,
301191,2708090,1,,9999,1 bar,60345,40,,,
301192,2708090,2,,9999,Quantity not specified,90000,40,,,
301193,2708091,1,,9999,1 bar,60345,35,,,
301194,2708091,2,,9999,Quantity not specified,90000,35,,,
301196,2708092,2,,9999,Quantity not specified,90000,35,,,
301195,2708092,1,,9999,1 bar,60345,35,,,
301197,2708093,1,,9999,1 bar,60345,35,,,
301198,2708093,2,,9999,Quantity not specified,90000,35,,,
301199,2708094,1,,9999,1 bar,60345,21,,,
301200,2708094,2,,9999,1 package (2 bars),64330,42,,,
301201,2708094,3,,9999,Quantity not specified,90000,21,,,
301202,2708095,1,,9999,1 bar,60345,24,,,
301203,2708095,2,,9999,Quantity not specified,90000,24,,,
301205,2708096,2,,9999,Quantity not specified,90000,24,,,
301204,2708096,1,,9999,1 bar,60345,24,,,
301206,2708097,1,,9999,1 bar,60345,24,,,
301207,2708097,2,,9999,Quantity not specified,90000,24,,,
301209,2708098,2,,9999,Quantity not specified,90000,31,,,
301208,2708098,1,,9999,1 bar,60345,31,,,
301210,2708099,1,,9999,1 pouch,61781,20,,,
301211,2708099,2,,9999,Quantity not specified,90000,20,,,
301212,2708100,1,,9999,1 bar,60345,60,,,
301214,2708100,3,,9999,Quantity not specified,90000,60,,,
301213,2708100,2,,9999,1 cookie,60599,48,,,
301216,2708101,2,,9999,1 New Trail,60213,40,,,
301219,2708101,5,,9999,Quantity not specified,90000,43,,,
301218,2708101,4,,9999,1 Sunbelt bar,64336,31,,,
301217,2708101,3,,9999,1 fun size bar,60822,18,,,
301215,2708101,1,,9999,1 bar,60345,43,,,
301220,2708102,1,,9999,1 bar,60345,24,,,
301222,2708102,3,,9999,Quantity not specified,90000,24,,,
301221,2708102,2,,9999,1 Sunbelt bar,64336,35,,,
301224,2708103,2,,9999,Quantity not specified,90000,43,,,
301223,2708103,1,,9999,1 bar,60345,43,,,
301225,2708104,1,,9999,1 bar,60345,24,,,
301226,2708104,2,,9999,Quantity not specified,90000,24,,,
301228,2708105,2,,9999,Quantity not specified,90000,40,,,
301227,2708105,1,,9999,1 bar,60345,40,,,
301230,2708106,2,,9999,Quantity not specified,90000,43,,,
301229,2708106,1,,9999,1 bar,60345,43,,,
301232,2708107,2,,9999,1 Kudos Chocolate and Granola Snacks,60172,36,,,
301234,2708107,4,,9999,1 cup,10205,117,,,
301231,2708107,1,,9999,1 bar,60345,35,,,
301235,2708107,5,,9999,Quantity not specified,90000,35,,,
301233,2708107,3,,9999,1 Sweet Success bar,64011,33,,,
301237,2708108,2,,9999,1 Little Debbie Macaroo bar,63533,39,,,
301236,2708108,1,,9999,1 bar,60345,39,,,
301239,2708108,4,,9999,Quantity not specified,90000,39,,,
301238,2708108,3,,9999,1 Sunbelt bar,64336,41,,,
301241,2708109,2,,9999,1 Kudos Crunchy Nut Snack,60173,35,,,
301242,2708109,3,,9999,Quantity not specified,90000,35,,,
301240,2708109,1,,9999,1 bar,60345,35,,,
301244,2708110,2,,9999,Quantity not specified,90000,35,,,
301243,2708110,1,,9999,1 bar,60345,35,,,
301246,2708111,2,,9999,1 Quaker Oats bar,60238,28,,,
301248,2708111,4,,9999,Quantity not specified,90000,28,,,
301245,2708111,1,,9999,1 bar,60345,28,,,
301247,2708111,3,,9999,1 Jenny's Cuisine Fruit and Nut Snack Bar,60158,28,,,
301252,2708112,4,,9999,Quantity not specified,90000,28,,,
301251,2708112,3,,9999,1 Ultra Slim Fast bar (1 oz),60290,28,,,
301249,2708112,1,,9999,1 bar,60345,28,,,
301250,2708112,2,,9999,1 Fi-bar (1 oz),60096,28,,,
301254,2708113,2,,9999,1 Rice Krispies bar,60242,28,,,
301255,2708113,3,,9999,Quantity not specified,90000,28,,,
301253,2708113,1,,9999,1 bar,60345,28,,,
301256,2708114,1,,9999,1 bar,60345,43,,,
301257,2708114,2,,9999,Quantity not specified,90000,43,,,
301258,2708115,1,,9999,1 bar,60345,45,,,
301259,2708115,2,,9999,1 Jenny's Cuisine bar,60160,45,,,
301260,2708115,3,,9999,Quantity not specified,90000,45,,,
301262,2708116,2,,9999,Quantity not specified,90000,37,,,
301261,2708116,1,,9999,1 bar,60345,37,,,
301264,2708117,2,,9999,Quantity not specified,90000,50,,,
301263,2708117,1,,9999,1 bar,60345,50,,,
301266,2708118,2,,9999,1 miniature bar,61471,28,,,
301265,2708118,1,,9999,1 bar,60345,68,,,
301267,2708118,3,,9999,Quantity not specified,90000,68,,,
301269,2708119,2,,9999,Quantity not specified,90000,36,,,
301268,2708119,1,,9999,1 bar,60345,36,,,
301271,2708120,2,,9999,Quantity not specified,90000,68,,,
301270,2708120,1,,9999,1 bar,60345,68,,,
301273,2708121,2,,9999,Quantity not specified,90000,56,,,
301272,2708121,1,,9999,1 bar,60345,56,,,
301275,2708122,2,,9999,Quantity not specified,90000,80,,,
301274,2708122,1,,9999,1 bar,60345,80,,,
301277,2708123,2,,9999,Quantity not specified,90000,50,,,
301276,2708123,1,,9999,1 bar,60345,50,,,
301278,2708124,1,,9999,1 bar,60345,35,,,
301279,2708124,2,,9999,Quantity not specified,90000,35,,,
301281,2708125,2,,9999,1 king size bar,63862,55,,,
301282,2708125,3,,9999,Quantity not specified,90000,35,,,
301280,2708125,1,,9999,1 bar,60345,35,,,
301284,2708126,2,,9999,1 snack size bar,62892,20,,,
301283,2708126,1,,9999,1 bar,60345,50,,,
301285,2708126,3,,9999,Quantity not specified,90000,50,,,
301287,2708127,2,,9999,Quantity not specified,90000,34,,,
301286,2708127,1,,9999,1 bar,60345,34,,,
301288,2708128,1,,9999,1 piece,61667,1,,,
301289,2708128,2,,9999,1 cup,10205,15,,,
301290,2708128,3,,9999,Quantity not specified,90000,7,,,
301291,2708129,1,,9999,1 bar,60345,20,,,
301292,2708129,2,,9999,Quantity not specified,90000,20,,,
301295,2708130,3,,9999,Quantity not specified,90000,7,,,
301293,2708130,1,,9999,1 cookie,60599,7,,,
301294,2708130,2,,9999,1 cup,10205,60,,,
301297,2708131,2,,9999,Quantity not specified,90000,7,,,
301296,2708131,1,,9999,1 biscuit,60406,2,,,
301299,2708132,2,,9999,1 miniature/bite size,64233,1,,,
301300,2708132,3,,9999,1 small or medium single serving bag,64648,45,,,
301303,2708132,6,,9999,"1 cup, NFS",10010,50,,,
301304,2708132,7,,9999,"1 cup, bite size",10023,60,,,
301298,2708132,1,,9999,1 cracker,60609,3,,,
301305,2708132,9,,9999,Quantity not specified,90000,18,,,
301301,2708132,4,,9999,1 large single serving bag,64541,85,,,
301302,2708132,5,,9999,1 sleeve,63958,115,,,
301307,2708133,2,,9999,1 miniature/bite size,64233,3,,,
301311,2708133,6,,9999,1 100 calorie package,64138,21,,,
301310,2708133,5,,9999,1 large single serving bag,64541,85,,,
301313,2708133,13,,9999,Quantity not specified,90000,18,,,
301309,2708133,4,,9999,1 small or medium single serving bag,64648,45,,,
301308,2708133,3,,9999,1 stick,62239,3,,,
301312,2708133,7,,9999,"1 cup, crushed",10061,85,,,
301306,2708133,1,,9999,1 large rectangular piece or 2 squares or 4 small rectangular pieces,61056,15,,,
301316,2708134,3,,9999,1 large single serving bag,64541,85,,,
301318,2708134,5,,9999,Quantity not specified,90000,18,,,
301315,2708134,2,,9999,1 small or medium single serving bag,64648,45,,,
301317,2708134,4,,9999,"1 cup, NFS",10010,70,,,
301314,2708134,1,,9999,1 cracker,60609,1,,,
301322,2708135,7,,9999,Quantity not specified,90000,18,,,
301320,2708135,2,,9999,1 Keebler Deluxe Graham,64656,10,,,
301321,2708135,3,,9999,1 100 calorie package,64138,21,,,
301319,2708135,1,,9999,1 cracker,60609,25,,,
301323,2708136,1,,9999,1 cracker,60609,10,,,
301324,2708136,2,,9999,Quantity not specified,90000,18,,,
301326,2708137,2,,9999,Quantity not specified,90000,18,,,
301325,2708137,1,,9999,1 cracker,60609,5,,,
301331,2708138,5,,9999,1 100 calorie package,64138,26,,,
301327,2708138,1,,9999,1 large rectangular piece or 2 squares or 4 small rectangular pieces,61056,20,,,
301332,2708138,7,,9999,Quantity not specified,90000,18,,,
301330,2708138,4,,9999,1 large single serving bag,64541,85,,,
301328,2708138,2,,9999,1 miniature/bite size,64233,3,,,
301329,2708138,3,,9999,1 small or medium single serving bag,64648,45,,,
301333,2708139,1,,9999,1 sandwich,61853,5,,,
301335,2708139,3,,9999,1 Grahamful,64657,25,,,
301334,2708139,2,,9999,1 miniature/bite size,64233,3,,,
301338,2708139,14,,9999,Quantity not specified,90000,18,,,
301337,2708139,5,,9999,"1 cup, NFS",10010,70,,,
301336,2708139,4,,9999,1 individual package,60872,45,,,
301341,2708140,3,,9999,"1 biscuit, soft",64660,50,,,
301340,2708140,2,,9999,"1 biscuit, hard",64659,15,,,
301339,2708140,1,,9999,"1 biscuit, NFS",64658,15,,,
301342,2708140,4,,9999,Quantity not specified,90000,18,,,
301347,2708141,5,,9999,"1 cup, NFS",10010,50,,,
301343,2708141,1,,9999,1 cracker,60609,3,,,
301349,2708141,7,,9999,Quantity not specified,90000,18,,,
301348,2708141,6,,9999,"1 cup, bite size",10023,60,,,
301344,2708141,2,,9999,1 miniature/bite size,64233,1,,,
301346,2708141,4,,9999,1 large single serving bag,64541,85,,,
301345,2708141,3,,9999,1 small or medium single serving bag,64648,45,,,
301351,2708142,2,,9999,Quantity not specified,90000,18,,,
301350,2708142,1,,9999,1 matzo,61186,25,,,
301352,2708143,1,,9999,1 cracker,60609,3,,,
301355,2708143,4,,9999,"1 cup, NFS",10010,50,,,
301354,2708143,3,,9999,1 sleeve,63958,115,,,
301356,2708143,5,,9999,Quantity not specified,90000,18,,,
301353,2708143,2,,9999,1 miniature/bite size,64233,1,,,
301358,2708144,2,,9999,1 small or medium single serving bag,64648,45,,,
301361,2708144,5,,9999,Quantity not specified,90000,18,,,
301360,2708144,4,,9999,"1 cup, NFS",10010,50,,,
301357,2708144,1,,9999,1 cracker,60609,3,,,
301359,2708144,3,,9999,1 large single serving bag,64541,85,,,
301363,2708145,2,,9999,"1 cup, NFS",10010,70,,,
301364,2708145,3,,9999,Quantity not specified,90000,18,,,
301362,2708145,1,,9999,1 cracker,60609,5,,,
301365,2708146,1,,9999,1 cracker,60609,3,,,
301369,2708146,5,,9999,1 sleeve,63958,115,,,
301373,2708146,9,,9999,Quantity not specified,90000,18,,,
301371,2708146,7,,9999,"1 cup, bite size",10023,60,,,
301372,2708146,8,,9999,"1 cup, crushed",10061,70,,,
301368,2708146,4,,9999,1 large single serving bag,64541,85,,,
301370,2708146,6,,9999,"1 cup, NFS",10010,50,,,
301367,2708146,3,,9999,1 small or medium single serving bag,64648,45,,,
301366,2708146,2,,9999,1 miniature/bite size,64233,1,,,
