id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight,data_points,footnote,min_year_acquired
290506,2705383,1,,9999,1 cup,10205,246,,,
290507,2705383,2,,9999,Quantity not specified,90000,0,,,
290508,2705383,3,,9999,1 fl oz,30000,30.8,,,
290513,2705384,5,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290511,2705384,3,,9999,1 individual school container,64294,244,,,
290514,2705384,6,,9999,Quantity not specified,90000,244,,,
290510,2705384,2,,9999,1 fl oz,30000,30.5,,,
290509,2705384,1,,9999,1 cup,10205,244,,,
290512,2705384,4,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290518,2705385,4,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290520,2705385,6,,9999,Quantity not specified,90000,244,,,
290519,2705385,5,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290517,2705385,3,,9999,1 individual school container,64294,244,,,
290515,2705385,1,,9999,1 cup,10205,244,,,
290516,2705385,2,,9999,1 fl oz,30000,30.5,,,
290523,2705386,3,,9999,1 individual school container,64294,244,,,
290521,2705386,1,,9999,1 cup,10205,244,,,
290522,2705386,2,,9999,1 fl oz,30000,30.5,,,
290525,2705386,5,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290526,2705386,6,,9999,Quantity not specified,90000,244,,,
290524,2705386,4,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290529,2705387,3,,9999,1 individual school container,64294,244,,,
290531,2705387,5,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290527,2705387,1,,9999,1 cup,10205,244,,,
290532,2705387,6,,9999,Quantity not specified,90000,244,,,
290528,2705387,2,,9999,1 fl oz,30000,30.5,,,
290530,2705387,4,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290535,2705388,3,,9999,1 individual school container,64294,244,,,
290537,2705388,5,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290536,2705388,4,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290534,2705388,2,,9999,1 fl oz,30000,30.5,,,
290533,2705388,1,,9999,1 cup,10205,244,,,
290538,2705388,6,,9999,Quantity not specified,90000,244,,,
290542,2705389,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290539,2705389,1,,9999,1 cup,10205,244,,,
290543,2705389,5,,9999,Quantity not specified,90000,244,,,
290541,2705389,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290540,2705389,2,,9999,1 fl oz,30000,30.5,,,
290546,2705390,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290547,2705390,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290545,2705390,2,,9999,1 fl oz,30000,30.5,,,
290544,2705390,1,,9999,1 cup,10205,244,,,
290548,2705390,5,,9999,Quantity not specified,90000,244,,,
290549,2705391,1,,9999,1 cup,10205,244,,,
290551,2705391,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290553,2705391,5,,9999,Quantity not specified,90000,244,,,
290552,2705391,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290550,2705391,2,,9999,1 fl oz,30000,30.5,,,
290558,2705392,5,,9999,Quantity not specified,90000,244,,,
290557,2705392,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290556,2705392,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290554,2705392,1,,9999,1 cup,10205,244,,,
290555,2705392,2,,9999,1 fl oz,30000,30.5,,,
290559,2705393,1,,9999,1 cup,10205,244,,,
290560,2705393,2,,9999,1 fl oz,30000,30.5,,,
290561,2705393,3,,9999,Quantity not specified,90000,244,,,
290563,2705394,2,,9999,1 fl oz,30000,30.5,,,
290564,2705394,3,,9999,Quantity not specified,90000,244,,,
290562,2705394,1,,9999,1 cup,10205,244,,,
290569,2705395,5,,9999,Quantity not specified,90000,244,,,
290566,2705395,2,,9999,1 fl oz,30000,30.5,,,
290567,2705395,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290565,2705395,1,,9999,1 cup,10205,244,,,
290568,2705395,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290573,2705396,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290574,2705396,5,,9999,Quantity not specified,90000,244,,,
290570,2705396,1,,9999,1 cup,10205,244,,,
290572,2705396,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290571,2705396,2,,9999,1 fl oz,30000,30.5,,,
290578,2705397,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290576,2705397,2,,9999,1 fl oz,30000,30.5,,,
290575,2705397,1,,9999,1 cup,10205,244,,,
290579,2705397,5,,9999,Quantity not specified,90000,244,,,
290577,2705397,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290581,2705398,2,,9999,1 fl oz,30000,31.5,,,
290582,2705398,3,,9999,Guideline amount per fl oz of beverage,63480,2.6,,,
290584,2705398,5,,9999,Quantity not specified,90000,16,,,
290583,2705398,4,,9999,Guideline amount per cup of hot cereal,63546,63,,,
290580,2705398,1,,9999,1 cup,10205,252,,,
290586,2705399,2,,9999,1 fl oz,30000,31.5,,,
290588,2705399,4,,9999,Guideline amount per cup of hot cereal,63546,63,,,
290589,2705399,5,,9999,Quantity not specified,90000,16,,,
290585,2705399,1,,9999,1 cup,10205,252,,,
290587,2705399,3,,9999,Guideline amount per fl oz of beverage,63480,2.6,,,
290591,2705400,2,,9999,1 fl oz,30000,31.5,,,
290593,2705400,4,,9999,Quantity not specified,90000,16,,,
290592,2705400,3,,9999,Guideline amount per cup of hot cereal,63546,63,,,
290590,2705400,1,,9999,1 cup,10205,252,,,
290595,2705401,2,,9999,1 fl oz,30000,31.5,,,
290598,2705401,5,,9999,Quantity not specified,90000,16,,,
290597,2705401,4,,9999,Guideline amount per cup of hot cereal,63546,63,,,
290594,2705401,1,,9999,1 cup,10205,252,,,
290596,2705401,3,,9999,Guideline amount per fl oz of beverage,63480,2.6,,,
290599,2705402,1,,9999,1 cup,10205,304,,,
290600,2705402,2,,9999,1 fl oz,30000,38,,,
290601,2705402,3,,9999,Quantity not specified,90000,19,,,
290603,2705403,2,,9999,1 fl oz,30000,30.5,,,
290606,2705403,5,,9999,Quantity not specified,90000,244,,,
290605,2705403,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290602,2705403,1,,9999,1 cup,10205,244,,,
290604,2705403,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290609,2705404,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290607,2705404,1,,9999,1 cup,10205,244,,,
290611,2705404,5,,9999,Quantity not specified,90000,244,,,
290610,2705404,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290608,2705404,2,,9999,1 fl oz,30000,30.5,,,
290614,2705405,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290615,2705405,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290616,2705405,5,,9999,Quantity not specified,90000,244,,,
290612,2705405,1,,9999,1 cup,10205,244,,,
290613,2705405,2,,9999,1 fl oz,30000,30.5,,,
290618,2705406,2,,9999,1 fl oz,30000,30.5,,,
290617,2705406,1,,9999,1 cup,10205,244,,,
290619,2705406,3,,9999,Quantity not specified,90000,244,,,
290620,2705407,1,,9999,1 cup,10205,244,,,
290622,2705407,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290621,2705407,2,,9999,1 fl oz,30000,30.5,,,
290624,2705407,5,,9999,Quantity not specified,90000,244,,,
290623,2705407,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290625,2705408,1,,9999,1 cup,10205,244,,,
290627,2705408,3,,9999,Quantity not specified,90000,244,,,
290626,2705408,2,,9999,1 fl oz,30000,30.5,,,
290631,2705409,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290632,2705409,5,,9999,Quantity not specified,90000,244,,,
290628,2705409,1,,9999,1 cup,10205,244,,,
290630,2705409,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290629,2705409,2,,9999,1 fl oz,30000,30.5,,,
290635,2705410,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290637,2705410,5,,9999,Quantity not specified,90000,244,,,
290634,2705410,2,,9999,1 fl oz,30000,30.5,,,
290636,2705410,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290633,2705410,1,,9999,1 cup,10205,244,,,
290638,2705411,1,,9999,1 cup,10205,244,,,
290640,2705411,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290639,2705411,2,,9999,1 fl oz,30000,30.5,,,
290641,2705411,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290642,2705411,5,,9999,Quantity not specified,90000,244,,,
290647,2705412,5,,9999,Quantity not specified,90000,244,,,
290646,2705412,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290643,2705412,1,,9999,1 cup,10205,244,,,
290645,2705412,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290644,2705412,2,,9999,1 fl oz,30000,30.5,,,
290650,2705413,3,,9999,Guideline amount per fl oz of beverage,63480,2.5,,,
290652,2705413,5,,9999,Quantity not specified,90000,244,,,
290648,2705413,1,,9999,1 cup,10205,244,,,
290649,2705413,2,,9999,1 fl oz,30000,30.5,,,
290651,2705413,4,,9999,Guideline amount per cup of hot cereal,63546,61,,,
290657,2705414,5,,9999,Quantity not specified,90000,170,,,
290653,2705414,1,,9999,1 4 oz container,64638,113,,,
290655,2705414,3,,9999,"1 container, NFS",60598,170,,,
290654,2705414,2,,9999,1 6 oz container,60039,170,,,
290656,2705414,4,,9999,1 cup,10205,245,,,
290662,2705415,5,,9999,Quantity not specified,90000,150,,,
290661,2705415,4,,9999,1 cup,10205,245,,,
290658,2705415,1,,9999,1 5.3 oz container,64562,150,,,
290659,2705415,2,,9999,1 6 oz container,60039,170,,,
290660,2705415,3,,9999,"1 container, NFS",60598,150,,,
290666,2705416,4,,9999,1 cup,10205,245,,,
290665,2705416,3,,9999,"1 container, NFS",60598,170,,,
290667,2705416,5,,9999,Quantity not specified,90000,170,,,
290664,2705416,2,,9999,1 6 oz container,60039,170,,,
290663,2705416,1,,9999,1 4 oz container,64638,113,,,
290671,2705417,4,,9999,1 cup,10205,245,,,
290670,2705417,3,,9999,"1 container, NFS",60598,170,,,
290669,2705417,2,,9999,1 6 oz container,60039,170,,,
290668,2705417,1,,9999,1 4 oz container,64638,113,,,
290672,2705417,5,,9999,Quantity not specified,90000,170,,,
290677,2705418,5,,9999,Quantity not specified,90000,170,,,
290676,2705418,4,,9999,1 cup,10205,245,,,
290674,2705418,2,,9999,1 6 oz container,60039,170,,,
290673,2705418,1,,9999,1 4 oz container,64638,113,,,
290675,2705418,3,,9999,"1 container, NFS",60598,170,,,
290681,2705419,4,,9999,1 cup,10205,245,,,
290678,2705419,1,,9999,1 4 oz container,64638,113,,,
290679,2705419,2,,9999,1 6 oz container,60039,170,,,
290682,2705419,5,,9999,Quantity not specified,90000,170,,,
290680,2705419,3,,9999,"1 container, NFS",60598,170,,,
290687,2705420,5,,9999,Quantity not specified,90000,170,,,
290684,2705420,2,,9999,1 6 oz container,60039,170,,,
290685,2705420,3,,9999,"1 container, NFS",60598,170,,,
290686,2705420,4,,9999,1 cup,10205,245,,,
290683,2705420,1,,9999,1 4 oz container,64638,113,,,
290690,2705421,3,,9999,"1 container, NFS",60598,150,,,
290692,2705421,5,,9999,Quantity not specified,90000,150,,,
290688,2705421,1,,9999,1 5.3 oz container,64562,150,,,
290691,2705421,4,,9999,1 cup,10205,245,,,
290689,2705421,2,,9999,1 6 oz container,60039,170,,,
290695,2705422,3,,9999,"1 container, NFS",60598,150,,,
290696,2705422,4,,9999,1 cup,10205,245,,,
290697,2705422,5,,9999,Quantity not specified,90000,150,,,
290693,2705422,1,,9999,1 5.3 oz container,64562,150,,,
290694,2705422,2,,9999,1 6 oz container,60039,170,,,
290702,2705423,5,,9999,Quantity not specified,90000,150,,,
290700,2705423,3,,9999,"1 container, NFS",60598,150,,,
290699,2705423,2,,9999,1 6 oz container,60039,170,,,
290701,2705423,4,,9999,1 cup,10205,245,,,
290698,2705423,1,,9999,1 5.3 oz container,64562,150,,,
290707,2705424,5,,9999,Quantity not specified,90000,150,,,
290704,2705424,2,,9999,1 6 oz container,60039,170,,,
290705,2705424,3,,9999,"1 container, NFS",60598,150,,,
290703,2705424,1,,9999,1 5.3 oz container,64562,150,,,
290706,2705424,4,,9999,1 cup,10205,245,,,
290710,2705425,3,,9999,"1 container, NFS",60598,170,,,
290709,2705425,2,,9999,1 6 oz container,60039,170,,,
290712,2705425,5,,9999,Quantity not specified,90000,170,,,
290711,2705425,4,,9999,1 cup,10205,245,,,
290708,2705425,1,,9999,1 4 oz container,64638,113,,,
290716,2705426,4,,9999,1 cup,10205,245,,,
290713,2705426,1,,9999,1 4 oz container,64638,113,,,
290714,2705426,2,,9999,1 6 oz container,60039,170,,,
290715,2705426,3,,9999,"1 container, NFS",60598,170,,,
290717,2705426,5,,9999,Quantity not specified,90000,170,,,
290719,2705427,2,,9999,1 6 oz container,60039,170,,,
290721,2705427,4,,9999,1 cup,10205,245,,,
290718,2705427,1,,9999,1 4 oz container,64638,113,,,
290720,2705427,3,,9999,"1 container, NFS",60598,170,,,
290722,2705427,5,,9999,Quantity not specified,90000,170,,,
290727,2705428,5,,9999,Quantity not specified,90000,170,,,
290724,2705428,2,,9999,1 6 oz container,60039,170,,,
290725,2705428,3,,9999,"1 container, NFS",60598,170,,,
290726,2705428,4,,9999,1 cup,10205,245,,,
290723,2705428,1,,9999,1 4 oz container,64638,113,,,
290728,2705429,1,,9999,1 5.3 oz container,64562,150,,,
290730,2705429,3,,9999,"1 container, NFS",60598,150,,,
290731,2705429,4,,9999,1 cup,10205,245,,,
290729,2705429,2,,9999,1 6 oz container,60039,170,,,
290732,2705429,5,,9999,Quantity not specified,90000,150,,,
290737,2705430,5,,9999,Quantity not specified,90000,150,,,
290734,2705430,2,,9999,1 6 oz container,60039,170,,,
290735,2705430,3,,9999,"1 container, NFS",60598,150,,,
290736,2705430,4,,9999,1 cup,10205,245,,,
290733,2705430,1,,9999,1 5.3 oz container,64562,150,,,
290742,2705431,5,,9999,Quantity not specified,90000,150,,,
290739,2705431,2,,9999,1 6 oz container,60039,170,,,
290740,2705431,3,,9999,"1 container, NFS",60598,150,,,
290741,2705431,4,,9999,1 cup,10205,245,,,
290738,2705431,1,,9999,1 5.3 oz container,64562,150,,,
290744,2705432,2,,9999,1 6 oz container,60039,170,,,
290743,2705432,1,,9999,1 5.3 oz container,64562,150,,,
290746,2705432,4,,9999,1 cup,10205,245,,,
290745,2705432,3,,9999,"1 container, NFS",60598,150,,,
290747,2705432,5,,9999,Quantity not specified,90000,150,,,
290752,2705433,5,,9999,Quantity not specified,90000,170,,,
290749,2705433,2,,9999,1 6 oz container,60039,170,,,
290750,2705433,3,,9999,"1 container, NFS",60598,170,,,
290751,2705433,4,,9999,1 cup,10205,245,,,
290748,2705433,1,,9999,1 4 oz container,64638,113,,,
290757,2705434,5,,9999,Quantity not specified,90000,170,,,
290754,2705434,2,,9999,1 6 oz container,60039,170,,,
290755,2705434,3,,9999,"1 container, NFS",60598,170,,,
290753,2705434,1,,9999,1 4 oz container,64638,113,,,
290756,2705434,4,,9999,1 cup,10205,245,,,
290761,2705435,4,,9999,1 cup,10205,245,,,
290760,2705435,3,,9999,"1 container, NFS",60598,170,,,
290762,2705435,5,,9999,Quantity not specified,90000,170,,,
290759,2705435,2,,9999,1 6 oz container,60039,170,,,
290758,2705435,1,,9999,1 4 oz container,64638,113,,,
290764,2705436,2,,9999,1 6 oz container,60039,170,,,
290765,2705436,3,,9999,"1 container, NFS",60598,170,,,
290766,2705436,4,,9999,1 cup,10205,245,,,
290767,2705436,5,,9999,Quantity not specified,90000,170,,,
290763,2705436,1,,9999,1 4 oz container,64638,113,,,
290768,2705437,1,,9999,1 5.3 oz container,64562,150,,,
290772,2705437,5,,9999,Quantity not specified,90000,150,,,
290770,2705437,3,,9999,"1 container, NFS",60598,150,,,
290771,2705437,4,,9999,1 cup,10205,245,,,
290769,2705437,2,,9999,1 6 oz container,60039,170,,,
290774,2705438,2,,9999,1 6 oz container,60039,170,,,
290777,2705438,5,,9999,Quantity not specified,90000,150,,,
290773,2705438,1,,9999,1 5.3 oz container,64562,150,,,
290776,2705438,4,,9999,1 cup,10205,245,,,
290775,2705438,3,,9999,"1 container, NFS",60598,150,,,
290778,2705439,1,,9999,1 5.3 oz container,64562,150,,,
290780,2705439,3,,9999,"1 container, NFS",60598,150,,,
290779,2705439,2,,9999,1 6 oz container,60039,170,,,
290781,2705439,4,,9999,1 cup,10205,245,,,
290782,2705439,5,,9999,Quantity not specified,90000,150,,,
290785,2705440,3,,9999,"1 container, NFS",60598,150,,,
290784,2705440,2,,9999,1 6 oz container,60039,170,,,
290787,2705440,5,,9999,Quantity not specified,90000,150,,,
290783,2705440,1,,9999,1 5.3 oz container,64562,150,,,
290786,2705440,4,,9999,1 cup,10205,245,,,
290791,2705441,4,,9999,Quantity not specified,90000,150,,,
290790,2705441,3,,9999,1 cup,10205,245,,,
290789,2705441,2,,9999,"1 container, NFS",60598,150,,,
290788,2705441,1,,9999,1 5.3 oz container,64562,150,,,
290792,2705442,1,,9999,1 bottle,64039,150,,,
290794,2705442,3,,9999,Quantity not specified,90000,150,,,
290793,2705442,2,,9999,1 cup,10205,245,,,
290795,2705443,1,,9999,1 tube,64066,75,,,
290796,2705443,2,,9999,Quantity not specified,90000,75,,,
290798,2705444,2,,9999,1 individual container,60868,70,,,
290797,2705444,1,,9999,1 tablespoon,21000,15,,,
290799,2705444,3,,9999,Quantity not specified,90000,60,,,
290802,2705445,3,,9999,Quantity not specified,90000,60,,,
290800,2705445,1,,9999,1 tablespoon,21000,15,,,
290801,2705445,2,,9999,1 individual container,60868,70,,,
290805,2705446,3,,9999,Quantity not specified,90000,60,,,
290803,2705446,1,,9999,1 tablespoon,21000,15,,,
290804,2705446,2,,9999,1 individual container,60868,70,,,
290807,2705447,2,,9999,1 individual container,60868,70,,,
290808,2705447,3,,9999,Quantity not specified,90000,60,,,
290806,2705447,1,,9999,1 tablespoon,21000,15,,,
290809,2705448,1,,9999,1 tablespoon,21000,15,,,
290811,2705448,3,,9999,Quantity not specified,90000,60,,,
290810,2705448,2,,9999,1 individual container,60868,70,,,
290813,2705449,2,,9999,1 individual container,60868,70,,,
290814,2705449,3,,9999,Quantity not specified,90000,60,,,
290812,2705449,1,,9999,1 tablespoon,21000,15,,,
290815,2705450,1,,9999,1 McDonald's parfait,64283,150,,,
290816,2705450,2,,9999,Quantity not specified,90000,150,,,
290818,2705451,2,,9999,1 scoop,64289,160,,,
290817,2705451,1,,9999,1 cup,10205,175,,,
290821,2705451,5,,9999,1 large ice cream cup,64735,480,,,
290819,2705451,3,,9999,1 small ice cream cup,64733,160,,,
290820,2705451,4,,9999,1 medium ice cream cup,64734,320,,,
290822,2705451,6,,9999,Quantity not specified,90000,175,,,
290823,2705452,1,,9999,1 cup,10205,175,,,
290825,2705452,3,,9999,1 small ice cream cup,64733,160,,,
290828,2705452,6,,9999,Quantity not specified,90000,175,,,
290827,2705452,5,,9999,1 large ice cream cup,64735,480,,,
290826,2705452,4,,9999,1 medium ice cream cup,64734,320,,,
290824,2705452,2,,9999,1 scoop,64289,160,,,
290829,2705453,1,,9999,1 cup,10205,175,,,
290833,2705453,5,,9999,1 large ice cream cup,64735,480,,,
290832,2705453,4,,9999,1 medium ice cream cup,64734,320,,,
290831,2705453,3,,9999,1 small ice cream cup,64733,160,,,
290834,2705453,6,,9999,Quantity not specified,90000,175,,,
290830,2705453,2,,9999,1 scoop,64289,160,,,
290836,2705454,2,,9999,Quantity not specified,90000,175,,,
290835,2705454,1,,9999,1 cup,10205,175,,,
290837,2705455,1,,9999,1 cup,10205,175,,,
290838,2705455,2,,9999,Quantity not specified,90000,175,,,
290839,2705456,1,,9999,1 sandwich,61853,75,,,
290840,2705456,2,,9999,Quantity not specified,90000,75,,,
290841,2705457,1,,9999,1 bar,60345,65,,,
290842,2705457,2,,9999,Quantity not specified,90000,65,,,
290844,2705458,2,,9999,Quantity not specified,90000,65,,,
290843,2705458,1,,9999,1 bar,60345,65,,,
290846,2705459,2,,9999,Quantity not specified,90000,125,,,
290845,2705459,1,,9999,1 cone,60589,125,,,
290848,2705460,2,,9999,Quantity not specified,90000,125,,,
290847,2705460,1,,9999,1 cone,60589,125,,,
290850,2705461,2,,9999,Quantity not specified,90000,255,,,
290849,2705461,1,,9999,1 cone,60589,255,,,
290851,2705462,1,,9999,1 cone,60589,255,,,
290852,2705462,2,,9999,Quantity not specified,90000,255,,,
290857,2705463,5,,9999,Quantity not specified,90000,110,,,
290856,2705463,4,,9999,1 pouch,61781,110,,,
290854,2705463,2,,9999,1 jar,62733,110,,,
290853,2705463,1,,9999,1 tablespoon,21000,15,,,
290855,2705463,3,,9999,1 tub,62339,110,,,
290861,2705464,4,,9999,Quantity not specified,90000,110,,,
290859,2705464,2,,9999,1 container,64284,110,,,
290858,2705464,1,,9999,1 tablespoon,21000,15,,,
290860,2705464,3,,9999,1 pouch,61781,110,,,
290863,2705465,2,,9999,1 container,64284,110,,,
290862,2705465,1,,9999,1 tablespoon,21000,15,,,
290864,2705465,3,,9999,1 pouch,61781,110,,,
290865,2705465,4,,9999,Quantity not specified,90000,110,,,
290868,2705466,3,,9999,1 individual school container,64294,248,,,
290867,2705466,2,,9999,1 fl oz,30000,31,,,
290869,2705466,4,,9999,Quantity not specified,90000,248,,,
290866,2705466,1,,9999,1 cup,10205,248,,,
290871,2705467,2,,9999,1 fl oz,30000,31,,,
290872,2705467,3,,9999,1 individual school container,64294,248,,,
290870,2705467,1,,9999,1 cup,10205,248,,,
290873,2705467,4,,9999,Quantity not specified,90000,248,,,
290876,2705468,3,,9999,1 individual school container,64294,248,,,
290877,2705468,4,,9999,Quantity not specified,90000,248,,,
290874,2705468,1,,9999,1 cup,10205,248,,,
290875,2705468,2,,9999,1 fl oz,30000,31,,,
290878,2705469,1,,9999,1 cup,10205,248,,,
290880,2705469,3,,9999,1 individual school container,64294,248,,,
290879,2705469,2,,9999,1 fl oz,30000,31,,,
290881,2705469,4,,9999,Quantity not specified,90000,248,,,
290885,2705470,4,,9999,Quantity not specified,90000,248,,,
290882,2705470,1,,9999,1 fl oz,30000,31,,,
290884,2705470,3,,9999,1 individual school container,64294,248,,,
290883,2705470,2,,9999,1 cup,10205,248,,,
290886,2705471,1,,9999,1 cup,10205,248,,,
290887,2705471,2,,9999,1 fl oz,30000,31,,,
290889,2705471,4,,9999,Quantity not specified,90000,248,,,
290888,2705471,3,,9999,1 individual school container,64294,248,,,
290891,2705472,2,,9999,1 fl oz,30000,31,,,
290890,2705472,1,,9999,1 cup,10205,248,,,
290892,2705472,3,,9999,Quantity not specified,90000,248,,,
290895,2705473,3,,9999,Quantity not specified,90000,248,,,
290893,2705473,1,,9999,1 cup,10205,248,,,
290894,2705473,2,,9999,1 fl oz,30000,31,,,
290898,2705474,3,,9999,Quantity not specified,90000,248,,,
290896,2705474,1,,9999,1 cup,10205,248,,,
290897,2705474,2,,9999,1 fl oz,30000,31,,,
290901,2705475,3,,9999,Quantity not specified,90000,248,,,
290899,2705475,1,,9999,1 cup,10205,248,,,
290900,2705475,2,,9999,1 fl oz,30000,31,,,
290904,2705476,3,,9999,Quantity not specified,90000,248,,,
290903,2705476,2,,9999,1 fl oz,30000,31,,,
290902,2705476,1,,9999,1 cup,10205,248,,,
290907,2705477,3,,9999,Quantity not specified,90000,248,,,
290906,2705477,2,,9999,1 fl oz,30000,31,,,
290905,2705477,1,,9999,1 cup,10205,248,,,
290909,2705478,2,,9999,1 fl oz,30000,31,,,
290910,2705478,3,,9999,Quantity not specified,90000,248,,,
290908,2705478,1,,9999,1 cup,10205,248,,,
290912,2705479,2,,9999,1 fl oz,30000,31,,,
290911,2705479,1,,9999,1 cup,10205,248,,,
290913,2705479,3,,9999,Quantity not specified,90000,248,,,
290915,2705480,2,,9999,1 fl oz,30000,31,,,
290916,2705480,3,,9999,Quantity not specified,90000,248,,,
290914,2705480,1,,9999,1 cup,10205,248,,,
290918,2705481,2,,9999,1 fl oz,30000,31,,,
290917,2705481,1,,9999,1 cup,10205,248,,,
290919,2705481,3,,9999,Quantity not specified,90000,248,,,
290921,2705482,2,,9999,1 fl oz,30000,31,,,
290920,2705482,1,,9999,1 cup,10205,248,,,
290922,2705482,3,,9999,Quantity not specified,90000,248,,,
290924,2705483,2,,9999,1 fl oz,30000,31,,,
290925,2705483,3,,9999,"1 packet, reconstituted",64532,248,,,
290926,2705483,4,,9999,Quantity not specified,90000,248,,,
290923,2705483,1,,9999,1 cup,10205,248,,,
290929,2705484,3,,9999,"1 packet, reconstituted",64532,248,,,
290928,2705484,2,,9999,1 fl oz,30000,31,,,
290927,2705484,1,,9999,1 cup,10205,248,,,
290930,2705484,4,,9999,Quantity not specified,90000,248,,,
290931,2705485,1,,9999,1 cup,10205,248,,,
290934,2705485,4,,9999,Quantity not specified,90000,248,,,
290933,2705485,3,,9999,"1 packet, reconstituted",64532,248,,,
290932,2705485,2,,9999,1 fl oz,30000,31,,,
290938,2705486,4,,9999,Quantity not specified,90000,248,,,
290935,2705486,1,,9999,1 cup,10205,248,,,
290936,2705486,2,,9999,1 fl oz,30000,31,,,
290937,2705486,3,,9999,"1 packet, reconstituted",64532,248,,,
290941,2705487,3,,9999,"1 packet, reconstituted",64532,248,,,
290939,2705487,1,,9999,1 cup,10205,248,,,
290942,2705487,4,,9999,Quantity not specified,90000,248,,,
290940,2705487,2,,9999,1 fl oz,30000,31,,,
290945,2705488,3,,9999,"1 packet, reconstituted",64532,248,,,
290943,2705488,1,,9999,1 cup,10205,248,,,
290946,2705488,4,,9999,Quantity not specified,90000,248,,,
290944,2705488,2,,9999,1 fl oz,30000,31,,,
290950,2705489,4,,9999,Quantity not specified,90000,248,,,
290948,2705489,2,,9999,1 fl oz,30000,31,,,
290949,2705489,3,,9999,"1 packet, reconstituted",64532,248,,,
290947,2705489,1,,9999,1 cup,10205,248,,,
290952,2705490,2,,9999,1 fl oz,30000,31,,,
290951,2705490,1,,9999,1 cup,10205,248,,,
290953,2705490,3,,9999,Quantity not specified,90000,248,,,
290957,2705491,4,,9999,Quantity not specified,90000,248,,,
290955,2705491,2,,9999,1 fl oz,30000,31,,,
290956,2705491,3,,9999,"1 packet, reconstituted",64532,248,,,
290954,2705491,1,,9999,1 cup,10205,248,,,
290959,2705492,2,,9999,1 fl oz,30000,31,,,
290960,2705492,3,,9999,"1 packet, reconstituted",64532,248,,,
290961,2705492,4,,9999,Quantity not specified,90000,248,,,
290958,2705492,1,,9999,1 cup,10205,248,,,
290964,2705493,3,,9999,"1 packet, reconstituted",64532,248,,,
290965,2705493,4,,9999,Quantity not specified,90000,248,,,
290962,2705493,1,,9999,1 cup,10205,248,,,
290963,2705493,2,,9999,1 fl oz,30000,31,,,
290967,2705494,2,,9999,1 fl oz,30000,31,,,
290968,2705494,3,,9999,"1 packet, reconstituted",64532,248,,,
290966,2705494,1,,9999,1 cup,10205,248,,,
290969,2705494,4,,9999,Quantity not specified,90000,248,,,
290972,2705495,3,,9999,1 individual school container,64294,248,,,
290971,2705495,2,,9999,1 cup,10205,248,,,
290970,2705495,1,,9999,1 fl oz,30000,31,,,
290973,2705495,4,,9999,Quantity not specified,90000,248,,,
290975,2705496,2,,9999,1 fl oz,30000,31,,,
290976,2705496,3,,9999,1 individual school container,64294,248,,,
290977,2705496,4,,9999,Quantity not specified,90000,248,,,
290974,2705496,1,,9999,1 cup,10205,248,,,
290980,2705497,3,,9999,1 individual school container,64294,248,,,
290978,2705497,1,,9999,1 cup,10205,248,,,
